untreated volume,TSS in rajakaluve,COD in rajakaluve,BOD in rajakaluve,TSS in STPs effluent,COD in STPs effluent,BOD in STPs effluent,TSS in lake inflow,COD in lake inflow,BOD in lake inflow
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,219.90850846823116,341.7692901670556,199.8695224016856,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,220.0,341.837,200.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,399.75589850850884,221.850951978103,139.97399607152934,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,398.9054397186657,222.1190555680228,139.883397405363,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,399.75589850850884,221.850951978103,139.97399607152934,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,398.65013507767657,222.1995392923253,139.85620001471233,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,399.75589850850884,221.850951978103,139.97399607152934,nan,nan,nan,nan,nan,nan
4633966.08,387.49273301708473,225.7168638027516,138.6676112710325,nan,nan,nan,nan,nan,nan
4633966.08,399.02656424802205,222.08087156482873,139.89630070053823,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,400.0,221.774,140.0,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,239.7563940466468,185.86377427799695,127.32761500749162,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,240.0,185.523,127.36699999999999,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
4633966.08,50.0,72.0,24.0,nan,nan,nan,nan,nan,nan
